1587,Rental One Willow Park,,03/06/17,Site Visit,,,billed,,,03/07/17,2,2,03/07/17,Done
1592,Deer Park Animal Shelter,,03/06/17,IFC,,,billed,,,03/07/17,2,2,03/07/17,Done
ops,Operations,,03/07/17,Invoicing,,,billed,,,03/07/17,1,1,03/07/17,Done
1416,DCCCD Eastfield Generator,,03/07/17,Address bid questions,,,billed,,,03/08/17,2,1,03/08/17,Done
1416,DCCCD Eastfield Generator,Issue IFR,03/07/17,Address bid questions,,,billed,,,03/08/17,1,1,03/08/17,Done
1416,DCCCD Eastfield Generator,,03/08/17,Revision 1,,,billed,1,,03/09/17,2,2,03/09/17,Done
1587,Rental One Willow Park,,03/07/17,IFR,,,billed,2,,03/09/17,2,2,03/09/17,Done
1392,UNT Clark Bakery,,03/08/17,Set up drawings ,,,billed,3,,03/09/17,2,2,03/09/17,Done
1633,Car Customizing Co. Event Center,,03/09/17,Proposal,,,billed,,,03/09/17,1,1,03/09/17,Done
1634,Dalrock Crossing,,03/09/17,Proposal,,,billed,,,03/09/17,1,1,03/09/17,Done
1392,UNT Clark Bakery,,03/10/17,Power and Lighting,,,billed,,,03/10/17,4,4,03/10/17,Done
1621,The Creek Church Phase II,,03/08/17,Set up drawings ,,,billed,4,,03/11/17,2,2,03/11/17,Done
1392,UNT Clark Bakery,,03/10/17,Finish IFR,,,billed,,,03/11/17,8,6,03/11/17,Done
1621,The Creek Church Phase II,,03/10/17,DD Set,,,billed,,,03/12/17,4,4,03/12/17,Done
1632,Upper Trinity Conservation,E170307a,03/07/17,Proposal,Issue IFR,,billed,,,03/13/17,1,1,03/13/17,Done
1392,UNT Clark Bakery,,03/13/17,Issue IFR,,,billed,,,03/13/17,2,2,03/13/17,Done
1621,The Creek Church Phase II,,03/13/17,Issue DD Set,,,billed,,,03/13/17,2,2,03/13/17,Done
1538,UNT Coliseum Concourse,,03/13/17,CC Mtg,,,billed,,,03/13/17,1,1,03/13/17,Done
1635,Camp Bow Wow,Seal Projects,03/14/17,Proposal,,,billed,,,03/14/17,1,0.5,03/14/17,Done
OPS,Operations,,03/14/17,Taxes,,,billed,1,,03/14/17,4,3,03/14/17,Done
1578,WRMC Street Lighting,1656,03/14/17,ASA Proposal,,,billed,,,03/14/17,1,0.5,03/14/17,Done
1615,Celeris (2017),,03/15/17,Seal Projects,,,billed,,,03/15/17,1,1,03/15/17,Done
1570,Forney MOB Tenant Improvement,1658,03/15/17,Owner Changes,,,billed,,,03/15/17,2,1,03/15/17,Done
1538,UNT Coliseum Concourse,,03/13/17,LTG DWGs to EoA for coordination,,,billed,,,03/15/17,4,4,03/15/17,Done
1615,Celeris (2017),,03/13/17,Billing vs Project analysis,,,billed,,,03/15/17,2,1,03/14/17,Done
1636,Living Waters Worship Center,Schematic plan from EoA,03/15/17,Proposal,,,billed,,,03/15/17,1,1,03/15/17,Done
1600,Gun Experience,,03/14/17,Narrative,p10-59,,billed,,,03/16/17,2,3,03/16/17,Done
1615,Celeris (2017),,03/15/17,Seal Projects,,,billed,,,03/16/17,1,1,03/16/17,Done
1617,Werner Enterprises Laredo,,03/16/17,work on IFC,,,billed,,,03/16/17,2,1,03/16/17,Done
1615,Celeris (2017),,03/15/17,Seal Projects,,,billed,,,03/17/17,1,0,03/17/17,Done
1617,Werner Enterprises Laredo,,03/16/17,IFC QC,,,billed,,,03/17/17,2,2,03/17/17,Done
1617,Werner Enterprises Laredo,,03/17/17,IFC,,,billed,,,03/18/17,1,1,03/18/17,Done
1538,UNT Coliseum Concourse,E170313c,03/13/17,CC Mtg,,,billed,,,03/20/17,1,1,03/20/17,Done
1546,Mont Belvieu,Lighting Fixture submittal,03/20/17,Schematic plan from EoA,,,billed,,,03/20/17,1,1,03/20/17,Done
1604,Botanic Garden Assessment,E170307a,03/07/17,KO Meeting,,,billed,,,03/21/17,3,2,03/21/17,Done
1477,Eugene McCray Recreation Center,E270320b,03/20/17,KO Site Visit,,,billed,,,03/21/17,2,2,03/21/17,Done
1478,Handley Meadowbrook Rec Center,E270320b,03/20/17,KO Site Visit,,,billed,,,03/21/17,2,2,03/21/17,Done
1538,UNT Coliseum Concourse,E170320c,03/20/17,Send email about LTG controls,,,billed,,,03/21/17,1,1,03/22/17,Done
1587,Rental One Willow Park,,03/22/17,IFC,,,billed,,,03/22/17,1,1,03/22/17,Done
1577,WRMC Sales Center,E170322c,03/22/17,Lightning Protection Submittal,,,billed,,,03/23/17,1,0.5,03/24/17,Done
1577,WRMC Sales Center,E170322d,03/22/17,Lighting Fixture submittal,See E170323g for reqs.,,billed,,,03/23/17,1,1,03/24/17,Done
1604,Botanic Garden Assessment,,03/22/17,Scan KO Materias and forward to Tim,,,billed,,,03/23/17,1,0.5,03/24/17,Done
1478,Handley Meadowbrook Rec Center,,03/22/17,Scan SV ,,,billed,,,03/23/17,1,0.5,03/24/17,Done
1480,Duke Schools Bond Program,E170323a,03/23/17,Welding outlet issue,,,billed,,,03/23/17,1,2,03/23/17,Done
1617,Werner Enterprises Laredo,,03/22/17,IFC,,,billed,,,03/23/17,1,1,03/23/17,Done
1477,Eugene McCray Recreation Center,,03/24/17,Set up project,,,billed,,,03/24/17,2,2,03/24/17,Done
1478,Handley Meadowbrook Rec Center,,03/24/17,Set up project,,,billed,,,03/24/17,2,1,03/24/17,Done
1538,UNT Coliseum Concourse,E170320c,03/20/17,DD Comments,,,billed,,,03/25/17,2,4,03/25/17,Done
1538,UNT Coliseum Concourse,E170320b,03/20/17,Review IT requirements,Cameras use PoE.,,billed,,,03/25/17,1,0.5,03/25/17,Done
1538,UNT Coliseum Concourse,,03/25/17,Incorporate Fire Alarm Specs from Guidelines,,,billed,,,03/25/17,1,1,03/29/17,Done
1538,UNT Coliseum Concourse,,03/25/17,Review design guidelines,,,billed,,,03/25/17,2,1,03/29/17,Done
1538,UNT Coliseum Concourse,E170320e,03/20/17,LTG internal comments,,,billed,,,03/25/17,3,3,03/25/17,Done
1538,UNT Coliseum Concourse,E170320b,03/14/17,Assign panels to equipment,,,billed,,,03/27/17,3,2,03/29/17,Done
1477,Eugene McCray Recreation Center,,03/24/17,Site Visit,,,billed,,,03/27/17,2,1.5,03/27/17,Done
1478,Handley Meadowbrook Rec Center,,03/24/17,Site Visit,,,billed,,,03/27/17,2,1.5,03/27/17,Done
1538,UNT Coliseum Concourse,E170313c,03/13/17,CC Mtg,,,billed,,,03/27/17,1,1,03/27/17,Done
1477,Eugene McCray Recreation Center,,03/24/17,Mark up SD set,,,billed,,,03/28/17,1,1,03/29/17,Done
1478,Handley Meadowbrook Rec Center,,03/24/17,Mark up SD set,,,billed,,,03/28/17,1,1,03/29/17,Done
1478,Handley Meadowbrook Rec Center,,03/24/17,CAD SD set,,,billed,,,03/28/17,1,1,03/29/17,Done
1614,Euless Library,,03/24/17,Site Visit,,,billed,,,03/28/17,3,3,03/28/17,Done
1617,Werner Enterprises Laredo,E170328a,03/28/17,Revised Ifc,,,billed,,,03/28/17,1,1,03/28/17,Done
1538,UNT Coliseum Concourse,,03/28/17,60% LTG,,,billed,,,03/28/17,4,4,03/28/17,Done
1538,UNT Coliseum Concourse,,03/28/17,60% Enlarged LTG,,,billed,,,03/29/17,2,1,03/28/17,Done
1538,UNT Coliseum Concourse,,03/28/17,60% PWR,,,billed,,,03/29/17,2,1,03/29/17,Done
1538,UNT Coliseum Concourse,,03/28/17,60% Enlarged PWR,,,billed,,,03/29/17,2,1,03/29/17,Done
1538,UNT Coliseum Concourse,,03/29/17,60 CD Specs,,,billed,,,03/29/17,1,1,03/29/17,Done
1538,UNT Coliseum Concourse,,03/29/17,60% CD issue,,,billed,,,03/29/17,1,1,03/29/17,Done
1614,Euless Library,,03/28/17,SD Narrative,,,billed,,,03/30/17,1,1,03/30/17,Done
OPS,Operations,,03/14/17,Shareholders and Board Mtgs,Add next years when done,,no,,,01/20/18,2,2,01/22/18,Done
1477,Eugene McCray Recreation Center,,03/24/17,CAD SD set,,,billed,,,03/30/17,1,1,03/30/17,Done
1342,Patriot Paws,E170329c,03/29/17,RFI 34,,,billed,,,03/30/17,0.5,0.5,03/29/17,Done
1477,Eugene McCray Recreation Center,,03/29/17,Issue SD Set,,,billed,,,03/31/17,1,0.5,03/31/17,Done
1478,Handley Meadowbrook Rec Center,,03/29/17,Issue SD Set,,,billed,,,03/31/17,1,0.5,03/31/17,Done
1638,1121 Parker Suite 200,,03/30/17,MKT SV,,,billed,,,03/31/17,4,4,03/31/17,Done
ops,Operations,,03/31/17,Clean up Office,,,billed,,,03/31/17,2,1,04/01/17,Done
1594,Pflugerville AS,"E170315e, E170329b",03/15/17,City Comments,"Got Site, 3/29 got building",,billed,,,04/01/17,2,3,04/01/17,Done
1538,UNT Coliseum Concourse,E170313c,03/13/17,CC Mtg,,,billed,,,04/03/17,1,1.5,04/03/17,Done
ops,Operations,,04/03/17,Invoicing,,,billed,,,04/03/17,3,3,04/03/17,Done
1631,Brown Street Church Addition,E170331c,03/31/17,Site Visit,,,billed,,,04/04/17,4,2,04/04/17,Done
1624,Fuego de Dios Church,,03/31/17,Site Visit,Confirm with Grant,,billed,,,04/04/17,1,2,04/04/17,Done
1640,Joyce Dr Changes,E170403c,04/03/17,Prepare proposal,,,billed,,,04/05/17,2,1,04/06/17,Done
1538,UNT Coliseum Concourse,,04/05/17,Revise 60% set,,,billed,,,04/05/17,6,6,04/05/17,Done
1641,TCBY Irving,E170405f,04/05/17,Proposal,,,billed,,,04/06/17,1,1,04/06/17,Done
1642,Lewisville MOB,E170405f,04/05/17,Proposal,,,billed,,,04/06/17,1,1,04/06/17,Done
1643,Pantheon Construction Haltom City,E170406a,04/06/17,Proposal,,,billed,,,04/06/17,1,1,04/06/17,Done
1621,The Creek Church Phase II,E170329a,03/29/17,Comments,,,billed,,,04/07/17,3,5,04/07/17,Done
1621,The Creek Church Phase II,,04/07/17,Finish 50 CD,,,billed,,,04/08/17,3,3,04/08/17,Done
1621,The Creek Church Phase II,,04/08/17,Include notes and LFS cut sheets,,,billed,,,04/08/17,1,1,04/08/17,Done
1604,Botanic Garden Assessment,E170403b,04/03/17,Read meeting minutes,,,billed,,,04/10/17,1,0.5,04/28/17,Done
1538,UNT Coliseum Concourse,,03/13/17,CC Mtg,Cancelled,,billed,,,04/10/17,,0,04/10/17,Done
1594,Pflugerville AS,Lewisville MOB,04/06/17,New issue without clouds,Seal and date 4/10,,billed,,,04/10/17,1,1,04/10/17,Done
1624,Fuego de Dios Church,,04/10/17,Set up project,,,billed,,,04/10/17,2,2,04/15/17,Done
1538,UNT Coliseum Concourse,E170410c,03/31/17,60% CD review meeting questions,,,billed,,,04/10/17,2,1,04/10/17,Done
1577,WRMC Sales Center,E170411a,04/12/17,ASI 01,,,billed,,,04/11/17,1,1,04/12/17,Done
1577,WRMC Sales Center,E170412b,04/12/17,FA Submittal,,,billed,,,04/12/17,1,1,04/12/17,Done
1480,Duke Schools Bond Program,E170413a,04/13/17,Voltage conversion issue,,,billed,,,04/13/17,1,1,04/13/17,Done
1516,Hair Stars Salon,E170413c,04/13/17,Revision 2 - Remove water htr,,,billed,,,04/13/17,1,1,04/13/17,Done
1538,UNT Coliseum Concourse,,03/13/17,CC Mtg,,,billed,,,04/17/17,1,1,04/17/17,Done
1624,Fuego de Dios Church,,04/17/17,50% CD,,,billed,,,04/17/17,2,2,04/17/17,Done
1392,UNT Clark Bakery,E170417a,04/17/17,Scott's scope ,,,billed,,,04/17/17,1,1,04/18/17,Done
1392,UNT Clark Bakery,E170417c,04/17/17,MP Sheets,,,billed,,,04/17/17,1,1,04/18/17,Done
1416,DCCCD Eastfield Generator,E170405e,04/05/17,2nd Meeting,,,billed,,,04/18/17,3,4,04/18/17,Done
1570,Forney MOB Tenant Improvement,E170418b,04/18/17,X-Ray documents,,,billed,,,04/18/17,1,1,04/18/17,Done
1538,UNT Coliseum Concourse,E170414a,04/17/17,Schedule SV,4/24 Sent email,Jackie's answer,billed,,,04/19/17,1,1,04/24/17,Done
1604,Botanic Garden Assessment,,04/17/17,Schedule SV,,,billed,,,04/19/17,1,1,04/24/17,Done
1392,UNT Clark Bakery,E170419b,04/19/17,Scott's comments,,,billed,,,04/19/17,2,1,04/19/17,Done
1577,WRMC Sales Center,E170420b,04/20/17,ASI 2,,,billed,,,04/20/17,1,1,04/20/17,Done
1592,Deer Park Animal Shelter,E170418c,04/18/17,City Comments,Contact City.,,billed,,,04/20/17,1,1,04/20/17,Done
1443,Bailey Lake Park,E170420a,04/20/17,Utility form,,,billed,,,04/20/17,1,0,04/20/17,Done
1538,UNT Coliseum Concourse,,03/13/17,CC Mtg,,,billed,,,04/24/17,1,1,04/24/17,Done
1416,DCCCD Eastfield Generator,,04/24/17,Prepare bid review q & a,,,billed,,,04/25/17,1,1,04/25/17,Done
1577,WRMC Sales Center,Meeting at JPS,04/25/17,ASI 03,two emails,,billed,,,04/25/17,1,1/,04/25/17,Done
1615,Celeris (2017),,04/25/17,Celeris project markups,,,billed,,,04/25/17,1,1,04/26/17,Done
1591,JPS 3rd Floor OR Renovation,,04/25/17,Meeting at JPS,,,billed,,,04/26/17,2.5,2,04/26/17,Done
1518,Fredericksburg AS,E170425f,04/25/17,Dishwasher issue,ASI,,billed,,,04/26/17,1,0.5,04/27/17,Done
1546,Mont Belvieu,E170425f,04/25/17,Dishwasher issue,ASI,,billed,,,04/26/17,1,0.5,04/27/17,Done
1592,Deer Park Animal Shelter,E170425f,04/25/17,Dishwasher issue,ASI,,billed,,,04/26/17,1,0.5,04/27/17,Done
1535,Cornerstone Baptist Church,E170425c,04/25/17,LTG Submittal,,,billed,,,04/27/17,1,1,04/28/17,Done
1621,The Creek Church Phase II,,04/20/17,Comments,,,billed,,,04/27/17,1,1,04/27/17,Done
1577,WRMC Sales Center,E170425b,04/25/17,Submittal,,,billed,,,04/27/17,1,1,04/28/17,Done
1538,UNT Coliseum Concourse,,04/24/17,Site Visit,At 1:00 PM,,billed,,,04/27/17,2,2,04/27/17,Done
1621,The Creek Church Phase II,,,90% CD,Final set,,billed,,,04/27/17,5,3,04/28/17,Done
1621,The Creek Church Phase II,E170427a,04/27/17,MP Sheets,,,billed,,,04/27/17,1,1,04/27/17,Done
1621,The Creek Church Phase II,E170427b,04/27/17,Updated base files,,,billed,,,04/27/17,1,1,04/27/17,Done
1644,Dallas Church Gym,E170427,04/27/17,Proposal,,,billed,,,04/28/17,1,1,04/28/17,Done
1645,Watauga Church Narrative,E170428b,04/28/17,Proposal,,,billed,,,04/28/17,1,0.5,04/28/17,Done
1615,Celeris (2017),,04/28/17,Seal Toyota Center,,,billed,,,04/28/17,0.5,0.5,04/28/17,Done
1646,Italian Bistro,,05/01/17,Proposal,,,billed,,,05/01/17,1,1,05/02/17,Done
1538,UNT Coliseum Concourse,,03/13/17,CC Mtg,,,billed,,,05/01/17,1,1,05/01/17,Done
1624,Fuego de Dios Church,E170428e,04/28/17,"Add floor box, alternate, etc",IFC,,billed,,,05/01/17,2,2,05/01/17,Done
1645,Watauga Church Narrative,,05/02/17,Site Visit,,,billed,,,05/02/17,4,3,05/02/17,Done
1604,Botanic Garden Assessment,,05/02/17,Conservatory Report,,,billed,,,05/02/17,1,1,05/03/17,Done
1477,Eugene McCray Recreation Center,,05/02/17,Contract v proposal issue,,,billed,,,05/02/17,1,1,05/03/17,Done
1495,UNT Child Development. Lab,,05/02/17,Record drawings,,,billed,,,05/02/17,2,2,05/03/17,Done
1451,The Door Church,E170502a,05/02/17,Electrical Service Issue,,,billed,,,05/02/17,1,1,05/02/17,Done
1591,JPS 3rd Floor OR Renovation,,04/27/17,ASA Proposal,,,billed,,,05/03/17,1,0.5,05/03/17,Done
1631,Brown Street Church Addition,E170407a,04/07/17,Set up project,,,billed,,,05/03/17,3,2,05/04/17,Done
1631,Brown Street Church Addition,E170428a,04/28/17,Update base files,Used them to set up the project,,billed,,,05/03/17,1,0,05/04/17,Done
1538,UNT Coliseum Concourse,,05/03/17,LTG Controls with Brenan,,,billed,,,05/03/17,2,1,05/03/17,Done
1477,Eugene McCray Recreation Center,E170503a,05/03/17,Updated base files,,,billed,,,05/03/17,1,1,05/04/17,Done
1477,Eugene McCray Recreation Center,E170428c,04/28/17,Update base files,Superceded,,billed,,,05/04/17,1,0,05/04/17,Done
1538,UNT Coliseum Concourse,,04/28/17,Security meeting,,,billed,,,05/05/17,3,3,05/05/17,Done
ops,Operations,,05/03/17,Invoice UNT CDL,,,billed,1,,05/05/17,1,1,05/05/17,Done
ops,Operations,,05/04/17,Invoicing,,,billed,1,,05/05/17,2,2,05/05/17,Done
1538,UNT Coliseum Concourse,,05/05/17,Revise power plan (office),,,billed,1,,05/05/17,1,1,05/06/17,Done
1647,Hope Church Addition,,05/05/17,Proposal,,,billed,1,,05/05/17,1,0.5,05/05/17,Done
1477,Eugene McCray Recreation Center,E170428c,04/28/17,DD Comments,,,billed,,,05/06/17,3,3,05/06/17,Done
1477,Eugene McCray Recreation Center,E170505b,05/05/17,Review kitchen cut sheets,,,billed,,,05/06/17,0.5,0.5,05/06/17,Done
1478,Handley Meadowbrook Rec Center,E170505b,05/05/17,Review kitchen cut sheets,,,billed,,,05/06/17,0.5,0.5,05/07/17,Done
1478,Handley Meadowbrook Rec Center,E170428d,04/28/17,DD Comments,,,billed,,,05/07/17,3,3,05/07/17,Done
1477,Eugene McCray Recreation Center,E170428c,05/06/17,Finish DD comments and LTG,,,billed,,,05/07/17,2,2,05/07/17,Done
1478,Handley Meadowbrook Rec Center,E170428d,04/28/17,Update base files,Waiting for files. Got them on 5/8. New AI,,billed,,,05/08/17,1,0,05/08/17,Done
1538,UNT Coliseum Concourse,,03/13/17,CC Mtg,,,billed,,,05/08/17,1,0.5,05/08/17,Done
1535,Cornerstone Baptist Church,E170505c,05/05/17,Lighting Fixture submittal,,,billed,,,05/08/17,1,1,05/09/17,Done
ops,Operations,,,Send Eastfield generator invoice ,Send after ref checking,,billed,,,05/08/17,0.5,0.5,05/08/17,Done
1538,UNT Coliseum Concourse,,05/08/17,Meeting minute review,,,billed,,,05/08/17,0.5,0.5,05/08/17,Done
1416,DCCCD Eastfield Generator,E170505a,05/05/17,Reference calls,,,billed,,,05/08/17,2,1,05/08/17,Done
1477,Eugene McCray Recreation Center,,05/07/17,QC for 50% CD,,,billed,,,05/08/17,1,1,05/08/17,Done
1478,Handley Meadowbrook Rec Center,,05/07/17,QC for 50% CD,,,billed,,,05/08/17,1,1,05/08/17,Done
1648,OWT Offices,E170505g,05/05/17,Site Visit,,,billed,,,05/09/17,0.5,1,05/09/17,Done
1606,Tindall Storage Building,E170505g,05/05/17,Site Visit,,,billed,,,05/09/17,2,2,05/09/17,Done
1538,UNT Coliseum Concourse,E170502b,05/03/17,Protection for the LED ribbons,Not needed,,billed,,,05/10/17,,,05/17/17,Done
1538,UNT Coliseum Concourse,E170505f,05/05/17,Revise LTG control spec,Use Brenan's markups as a basis,,billed,,,05/10/17,1,2,05/18/17,Done
1604,Botanic Garden Assessment,E170509b,05/09/17,Edit conservatory report,,,billed,,,05/10/17,1,0.5,05/10/17,Done
1538,UNT Coliseum Concourse,E170509c,05/09/17,Update base files,,,billed,,,05/10/17,0.5,0.5,05/10/17,Done
1631,Brown Street Church Addition,Ph Eric,05/09/17,Send LTG cut sheets to Eric,,,billed,,,05/10/17,1,0.5,05/10/17,Done
1538,UNT Coliseum Concourse,E170510a,05/10/17,M Sheet coordination,,,billed,,,05/10/17,1,2,05/10/17,Done
1538,UNT Coliseum Concourse,,05/10/17,Check 4 v 6' lights on concourse,,,billed,,,05/10/17,1,2,05/10/17,Done
1538,UNT Coliseum Concourse,E170505h,05/10/17,Troy's signs,,,billed,,,05/10/17,1,1,05/10/17,Done
1649,Magnolia Per Resort,E170510d,05/10/17,Proposal,,,billed,,,05/10/17,1,0.5,05/10/17,Done
1650,Fit and Fancy Med Spa,E170510e,05/10/17,Proposal,,,billed,,,05/10/17,1,0.5,05/10/17,Done
1648,OWT Offices,,05/22/17,IFC Dated 5/23,,,billed,1,,05/22/17,1,1,05/22/17,Done
1645,Watauga Church Narrative,,05/02/17,Narrative,5/4 need to finish,,billed,1,,05/11/17,4,3,05/15/17,Done
1651,Nidoma Warehouse,E170510f,05/10/17,Proposal,,,billed,,,05/11/17,1,1,05/12/17,Done
1538,UNT Coliseum Concourse,,05/10/17,Circuit and QC,,,billed,,,05/11/17,3,3,05/11/17,Done
1628,Machine House,E170509a,05/09/17,Preliminary questions to Tim,,,billed,,,05/12/17,1,1,05/16/17,Done
1648,OWT Offices,,,IFR,,,billed,1,,05/13/17,4,3,05/13/17,Done
1538,UNT Coliseum Concourse,,03/13/17,CC Mtg,Meeting canceled,,billed,,,05/15/17,0,0,05/15/17,Done
1631,Brown Street Church Addition,,05/15/17,LTG layouts,,,billed,,,05/15/17,1,1,05/15/17,Done
1631,Brown Street Church Addition,,05/15/17,LTG Room defs,,,billed,,,05/15/17,0.5,0.5,05/15/17,Done
1535,Cornerstone Baptist Church,E170516a,05/16/17,LTG Controls Submittal,,,billed,1,,05/16/17,1,1,05/16/17,Done
1591,JPS 3rd Floor OR Renovation,E170516c,05/16/17,Revise plans,See p10-80 for scope.,Approved proposal,billed,2,,,,1,06/06/17,Done
1614,Euless Library,,,DD progress meeting,,,billed,,,05/22/17,2,3,05/22/17,Done
1615,Celeris (2017),,05/16/17,AR project,,,billed,,,05/16/17,0.5,0.5,05/16/17,Done
1501,Kimbell East Parking,E170516f,05/16/17,LTG Controls Submittal,,,billed,2,,05/16/17,1,1,05/16/17,Done
1628,Machine House,,05/19/17,Send Qs to Tim,,,billed,3,,05/22/17,1,1,05/22/17,Done
1621,The Creek Church Phase II,E170516g,05/15/17,Creek Comments,SECOND SESSION,,billed,4,,05/22/17,4,3,05/23/17,Done
1591,JPS 3rd Floor OR Renovation,E170516d,05/16/17,Update base files,,Approved proposal,billed,2,,,1,1,06/06/17,Done
1631,Brown Street Church Addition,E170523b,05/23/17,MP Sheets,,,billed,,,05/24/17,1,1,05/24/17,Done
1631,Brown Street Church Addition,,05/15/17,LTG controls,,,billed,,,05/24/17,0.5,0.5,05/25/17,Done
