1304,2014-02-12 00:00:00,2014,Century Link UPS,Clink-UPS,Imperial Construction Inc.,Imperial Construction Inc.,None,,Archive,,,,1304,1304-Century Link UPS,notes,0
1305,2014-02-14 00:00:00,2014,Pioneer Chile Co,Pioneer,J & H Electrical Services,None,None,,Archive,,,,1305,1305-Pioneer Chile Co,notes,0
1306,2014-02-17 00:00:00,2014,Xpress Wellness Shawnee,XWShawnee,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1306,1306-Xpress Wellness Shawnee,notes,0
1307,2014-02-21 00:00:00,2014,Dallas Airmotive Mezzanine,DA-Mezzanine,Maltz Engineering LLC,GSR Andrade,None,,Rejected,,,,1307,1307-Dallas Airmotive Mezzanine,notes,0
1308,2014-02-21 00:00:00,2014,Dallas Airmotive Warehouse,DA-Warehouse,Maltz Engineering LLC,GSR Andrade,None,,Rejected,,,,1308,1308-Dallas Airmotive Warehouse,notes,0
1309,2014-02-21 00:00:00,2014,Frisco Office Building,Frisco-OB,Maltz Engineering LLC,GSR Andrade,None,,Rejected,,,,1309,1309-Frisco Office Building,notes,0
1310,2014-02-24 00:00:00,2014,Wisdom Center,WisdomCenter,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Rejected,,,,1310,1310-Wisdom Center,notes,0
1311,2014-02-25 00:00:00,2014,Brandao,Brandao,EPB Associates,EPB Associates,None,,Archive,,,,1311,1311-Brandao,notes,0
1312,2014-02-28 00:00:00,2014,Parks Coffee,ParksCoffee,J & H Electrical Services,None,None,,Archive,,,,1312,1312-Parks Coffee,notes,0
1313,2014-03-05 00:00:00,2014,Panaderia Denton,Panaderia,J & H Electrical Services,None,None,,Archive,,,,1313,1313-Panaderia Denton,notes,0
1314,2014-03-11 00:00:00,2014,Wackenhut,Wackenhut,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1314,1314-Wackenhut,notes,0
1315,2014-03-17 00:00:00,2014,Xpress Wellness Weatherford,XWWeatherford,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1315,1315-Xpress Wellness Weatherford,notes,0
1316,2014-03-20 00:00:00,2014,The Joint Corporate Office,TheJoint,Maltz Engineering LLC,Lana,None,,Archive,,,,1316,1316-The Joint Corporate Office,notes,0
1317,2014-03-26 00:00:00,2014,Joyce Dr PD Station,JoyceDrPD,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,Office,,,1317,1317-Joyce Dr PD Station,notes,0
1318,2014-03-26 00:00:00,2014,Memory Care Building,MCB,Fratto Engineering,Fratto Engineering,None,,Archive,,,,1318,1318-Memory Care Building,notes,0
1319,2014-03-27 00:00:00,2014,Accupunturist Office Flower Mound,Accupunturist,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Rejected,,,,1319,1319-Accupunturist Office Flower Mound,notes,0
1320,2014-04-01 00:00:00,2014,Lucy's Bakery,LucysBakery,J & H Electrical Services,None,None,,Archive,,,,1320,1320-Lucy's Bakery,notes,0
1321,2014-04-04 00:00:00,2014,Aspermont MOB,Aspermont,Fratto Engineering,Fratto Engineering,None,,Archive,,,,1321,1321-Aspermont MOB,notes,0
1322,2014-04-07 00:00:00,2014,Calumet HS Electrical Service,CalumetHS-Elect,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1322,1322-Calumet HS Electrical Service,notes,0
1323,2014-04-07 00:00:00,2014,First American Title,FirstAmTitle,Maltz Engineering LLC,Quorum,None,,Rejected,,,,1323,1323-First American Title,notes,0
1324,2014-04-09 00:00:00,2014,Burleson Bartlett Park,Bartlett,Maltz Engineering LLC,GSBS,None,,Archive,,,,1324,1324-Burleson Bartlett Park,notes,0
1325,2014-04-17 00:00:00,2014,Houston Apts,HOU-AB,Greenlight,Greenlight,Maltz Engineering LLC,,Rejected,,,,1325,1325-Houston Apts,notes,0
1326,2014-04-17 00:00:00,2014,Brennan Swap Shop,FW-BSS,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1326,1326-Brennan Swap Shop,notes,0
1327,2014-04-18 00:00:00,2014,Lucky's Warehouse,Luckys,Maltz Engineering LLC,Dallas Proctor,None,,Archive,,,,1327,1327-Lucky's Warehouse,notes,0
1328,2014-04-23 00:00:00,2014,Mansfield Industrial Facility,MansfieldIndustrial,Maltz Engineering LLC,GSBS,None,,Rejected,,,,1328,1328-Mansfield Industrial Facility,notes,0
1329,2014-04-23 00:00:00,2014,Xpress Wellness Muskogee,Muskogee,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1329,1329-Xpress Wellness Muskogee,notes,0
1330,2014-04-25 00:00:00,2014,Calumet Barn,CalumetBarn,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1330,1330-Calumet Barn,notes,0
1331,2014-04-28 00:00:00,2014,Plano BBQ Nation,BBQNation,J & H Electrical Services,None,None,,Archive,,,,1331,1331-Plano BBQ Nation,notes,0
1332,2014-05-07 00:00:00,2014,Grapevine Finishout,GrapevineFinishout,Maltz Engineering LLC,Quorum,None,,Archive,,,,1332,1332-Grapevine Finishout,notes,0
1333,2014-05-09 00:00:00,2014,Waxahachie Shell,WaxahachieShell,Maltz Engineering LLC,GSBS,None,,Rejected,,,,1333,1333-Waxahachie Shell,notes,0
1334,2014-05-19 00:00:00,2014,Mellow Mushroom Iowa,MM-Iowa,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Archive,Restaurant,,,1334,1334-Mellow Mushroom Iowa,notes,0
1335,2014-05-20 00:00:00,2014,Fossil Rim Store,FossilRim,Maltz Engineering LLC,GSBS,None,,Rejected,,,,1335,1335-Fossil Rim Store,notes,0
1336,2014-05-21 00:00:00,2014,Flowermound Clinic,FM-Clinic,Maltz Engineering LLC,Dallas Proctor,None,,Rejected,,,,1336,1336-Flowermound Clinic,notes,0
1337,2014-05-21 00:00:00,2014,Timberline Office Building,Timberline,Maltz Engineering LLC,GSBS,None,,Rejected,,,,1337,1337-Timberline Office Building,notes,0
1338,2014-05-27 00:00:00,2014,Proctor Apartment Buildings,Proctor-AB,Maltz Engineering LLC,Dallas Proctor,None,,Rejected,,,,1338,1338-Proctor Apartment Buildings,notes,0
1339,2014-05-28 00:00:00,2014,Xpress Wellness Woodward,Woodward,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1339,1339-Xpress Wellness Woodward,notes,0
1340,2014-06-05 00:00:00,2014,JPS TSP Upgrades,JPS-TSP,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Rejected,,,,1340,1340-JPS TSP Upgrades,notes,0
1341,2014-06-06 00:00:00,2014,Weather Radar,Radar,Deep South Communications,None,Maltz Engineering LLC,,Rejected,,,,1341,1341-Weather Radar,notes,0
1342,2014-06-12 00:00:00,2014,Patriot Paws,PatriotPaws,Maltz Engineering LLC,Quorum,None,,Archive,,,,1342,1342-Patriot Paws,notes,0
1343,2014-06-16 00:00:00,2014,Community at Lake Ridge Mansfield,LakeRidge,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Rejected,,,,1343,1343-Community at Lake Ridge Mansfield,notes,0
1344,2014-06-20 00:00:00,2014,UNT Woodhill,UNT-Woodhill,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1344,1344-UNT Woodhill,notes,0
1345,2014-06-27 00:00:00,2014,3611 Swiss,3611Swiss,"Joseph J. Blake and Assoc., Inc.",Elements of Architecture,None,,Archive,,,,1345,1345-3611 Swiss,notes,0
1346,2014-07-01 00:00:00,2014,Tilt-wall Building,TiltWall,Maltz Engineering LLC,Quorum,None,,Rejected,,,,1346,1346-Tilt-wall Building,notes,0
1347,2014-07-11 00:00:00,2014,W.R Meadows Warehouse,WRMeadows,Maltz Engineering LLC,GSBS,None,,Rejected,,,,1347,1347-W.R Meadows Warehouse,notes,0
1348,2014-07-11 00:00:00,2014,Chisholm Trail Community Center,CTCC,Elements of Architecture,Elements of Architecture,None,,Rejected,,,,1348,1348-Chisholm Trail Community Center,notes,0
1349,2014-07-14 00:00:00,2014,1228 Glenn Park,1228GlenPark,"Friesell Westerlage PLLC, Attorneys at Law",,None,,Rejected,,,,1349,1349-1228 Glenn Park,notes,0
1350,2014-07-16 00:00:00,2014,Mineral Wells Warehouse,MineralWells,"Kowpoke Architect, LLC","Kowpoke Architect, LLC",None,,Rejected,,,,1350,1350-Mineral Wells Warehouse,notes,0
1351,2014-07-16 00:00:00,2014,Net Auto Sales,NetAuto,Maltz Engineering LLC,Dallas Proctor,None,,Archive,,,,1351,1351-Net Auto Sales,notes,0
1352,2014-07-16 00:00:00,2014,Time Warner Data Center,TimeWarner,Maltz Engineering LLC,None,None,,Rejected,,,,1352,1352-Time Warner Data Center,notes,0
1353,2014-07-24 00:00:00,2014,Southridge Animal Hospital,Southridge,Maltz Engineering LLC,Quorum,None,,Rejected,,,,1353,1353-Southridge Animal Hospital,notes,0
